Drug1,Drug2,Index1,Index2,Cell_Line,Cindex,Tissue,Tindex,Synergy
Sapitinib,Venetoclax,48,58,DU.4475,17,breast,2,0
Sapitinib,AZD6482,48,7,MFM.223,63,breast,2,0
Sapitinib,AZD6482,48,7,OCUB.M,67,breast,2,1
Sapitinib,AZD6482,48,7,T47D,90,breast,2,0
Sapitinib,Venetoclax,48,58,EFM.19,18,breast,2,0
Sapitinib,AZD6482,48,7,UACC.893,92,breast,2,0
Sapitinib,Venetoclax,48,58,EVSA.T,19,breast,2,0
Sapitinib,Venetoclax,48,58,HCC1143,21,breast,2,0
Sapitinib,JQ1,48,27,AU565,2,breast,2,1
Sapitinib,Venetoclax,48,58,HCC1187,22,breast,2,0
Sapitinib,Venetoclax,48,58,HCC1395,23,breast,2,0
Sapitinib,Venetoclax,48,58,HCC1419,24,breast,2,0
Sapitinib,JQ1,48,27,BT.549,3,breast,2,0
Sapitinib,JQ1,48,27,CAL.120,6,breast,2,0
Sapitinib,JQ1,48,27,CAL.51,7,breast,2,0
Sapitinib,JQ1,48,27,CAMA.1,8,breast,2,0
Lapatinib,Camptothecin,29,13,CAMA.1,8,breast,2,0
Sapitinib,JQ1,48,27,COLO.824,15,breast,2,0
Lapatinib,Camptothecin,29,13,COLO.824,15,breast,2,0
Sapitinib,JQ1,48,27,DU.4475,17,breast,2,0
Sapitinib,JQ1,48,27,EFM.19,18,breast,2,0
Lapatinib,Camptothecin,29,13,DU.4475,17,breast,2,0
Sapitinib,JQ1,48,27,EVSA.T,19,breast,2,0
Sapitinib,JQ1,48,27,HCC1143,21,breast,2,0
Lapatinib,Camptothecin,29,13,EFM.19,18,breast,2,0
Sapitinib,JQ1,48,27,HCC1187,22,breast,2,0
Sapitinib,JQ1,48,27,HCC1395,23,breast,2,0
Sapitinib,JQ1,48,27,HCC1419,24,breast,2,0
Sapitinib,JQ1,48,27,HCC1428,25,breast,2,0
Lapatinib,Camptothecin,29,13,EVSA.T,19,breast,2,1
Sapitinib,JQ1,48,27,HCC1806,26,breast,2,0
Sapitinib,JQ1,48,27,HCC1937,27,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1143,21,breast,2,0
Sapitinib,JQ1,48,27,HCC1954,28,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1187,22,breast,2,0
Sapitinib,JQ1,48,27,HCC38,31,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1395,23,breast,2,0
Sapitinib,JQ1,48,27,HCC70,32,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1419,24,breast,2,0
Sapitinib,JQ1,48,27,Hs.578.T,35,breast,2,0
Sapitinib,JQ1,48,27,JIMT.1,42,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1428,25,breast,2,0
Sapitinib,JQ1,48,27,MCF7,54,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.157,55,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.231,56,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.361,57,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.415,58,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.436,59,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.453,60,breast,2,0
Sapitinib,JQ1,48,27,MDA.MB.468,61,breast,2,0
Sapitinib,JQ1,48,27,MFM.223,63,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1806,26,breast,2,0
Sapitinib,JQ1,48,27,OCUB.M,67,breast,2,1
Sapitinib,JQ1,48,27,T47D,90,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1937,27,breast,2,0
Sapitinib,JQ1,48,27,UACC.893,92,breast,2,1
Lapatinib,Camptothecin,29,13,AU565,2,breast,2,0
Lapatinib,Camptothecin,29,13,HCC1954,28,breast,2,0
Lapatinib,Camptothecin,29,13,BT.549,3,breast,2,0
Lapatinib,Camptothecin,29,13,CAL.120,6,breast,2,0
Lapatinib,Camptothecin,29,13,HCC38,31,breast,2,0
Lapatinib,Camptothecin,29,13,HCC70,32,breast,2,0
Lapatinib,Camptothecin,29,13,CAL.51,7,breast,2,0
Lapatinib,Camptothecin,29,13,Hs.578.T,35,breast,2,0
Lapatinib,Camptothecin,29,13,JIMT.1,42,breast,2,0
Lapatinib,Camptothecin,29,13,MCF7,54,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.157,55,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.231,56,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.361,57,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.415,58,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.436,59,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.453,60,breast,2,0
Lapatinib,Camptothecin,29,13,MDA.MB.468,61,breast,2,0
Lapatinib,Camptothecin,29,13,MFM.223,63,breast,2,0
Lapatinib,Camptothecin,29,13,OCUB.M,67,breast,2,0
Lapatinib,Camptothecin,29,13,T47D,90,breast,2,0
Lapatinib,Camptothecin,29,13,UACC.893,92,breast,2,0
Lapatinib,Navitoclax,29,35,HCC202,29,breast,2,1
Lapatinib,Navitoclax,29,35,Hs.578.T,35,breast,2,0
Lapatinib,Cisplatin,29,14,HCC202,29,breast,2,0
Lapatinib,Cisplatin,29,14,Hs.578.T,35,breast,2,0
Lapatinib,Vorinostat,29,60,HCC202,29,breast,2,0
Lapatinib,Vorinostat,29,60,Hs.578.T,35,breast,2,0
Lapatinib,Nilotinib,29,36,AU565,2,breast,2,0
Lapatinib,Nilotinib,29,36,BT.549,3,breast,2,0
Lapatinib,Nilotinib,29,36,CAL.120,6,breast,2,0
Lapatinib,Nilotinib,29,36,CAL.51,7,breast,2,0
Lapatinib,Nilotinib,29,36,CAMA.1,8,breast,2,0
Lapatinib,Nilotinib,29,36,COLO.824,15,breast,2,0
Lapatinib,Nilotinib,29,36,DU.4475,17,breast,2,0
Lapatinib,Nilotinib,29,36,EFM.19,18,breast,2,0
Lapatinib,Nilotinib,29,36,EVSA.T,19,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1143,21,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1187,22,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1395,23,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1419,24,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1428,25,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1806,26,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1937,27,breast,2,0
Lapatinib,Nilotinib,29,36,HCC1954,28,breast,2,0
Lapatinib,Nilotinib,29,36,HCC38,31,breast,2,0
Lapatinib,Nilotinib,29,36,HCC70,32,breast,2,0
Lapatinib,Nilotinib,29,36,Hs.578.T,35,breast,2,0
Lapatinib,Nilotinib,29,36,JIMT.1,42,breast,2,0
Lapatinib,Nilotinib,29,36,MCF7,54,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.157,55,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.231,56,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.361,57,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.415,58,breast,2,1
Lapatinib,Nilotinib,29,36,MDA.MB.436,59,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.453,60,breast,2,0
Lapatinib,Nilotinib,29,36,MDA.MB.468,61,breast,2,0
Lapatinib,Nilotinib,29,36,MFM.223,63,breast,2,0
Lapatinib,Nilotinib,29,36,OCUB.M,67,breast,2,0
Lapatinib,Nilotinib,29,36,T47D,90,breast,2,0
Lapatinib,Nilotinib,29,36,UACC.893,92,breast,2,0
Lapatinib,Docetaxel,29,19,HCC202,29,breast,2,0
Lapatinib,Docetaxel,29,19,Hs.578.T,35,breast,2,0
Lapatinib,Olaparib,29,38,Hs.578.T,35,breast,2,0
Lapatinib,Axitinib,29,5,HCC202,29,breast,2,0
Lapatinib,AZD7762,29,8,HCC202,29,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.436,59,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.453,60,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.468,61,breast,2,0
Lapatinib,KU-55933,29,28,MFM.223,63,breast,2,0
Lapatinib,KU-55933,29,28,OCUB.M,67,breast,2,0
Lapatinib,KU-55933,29,28,T47D,90,breast,2,0
Lapatinib,KU-55933,29,28,UACC.893,92,breast,2,0
Lapatinib,Afatinib,29,2,AU565,2,breast,2,0
Lapatinib,Afatinib,29,2,BT.549,3,breast,2,0
Lapatinib,Afatinib,29,2,CAL.120,6,breast,2,0
Lapatinib,Afatinib,29,2,CAL.51,7,breast,2,0
Lapatinib,SB216763,29,49,AU565,2,breast,2,0
Lapatinib,Afatinib,29,2,CAMA.1,8,breast,2,0
Lapatinib,Afatinib,29,2,COLO.824,15,breast,2,0
Lapatinib,Afatinib,29,2,DU.4475,17,breast,2,0
Lapatinib,Afatinib,29,2,EFM.19,18,breast,2,0
Lapatinib,Afatinib,29,2,EVSA.T,19,breast,2,0
Lapatinib,SB216763,29,49,BT.549,3,breast,2,0
Lapatinib,Afatinib,29,2,HCC1143,21,breast,2,0
Lapatinib,SB216763,29,49,CAL.120,6,breast,2,0
Lapatinib,Afatinib,29,2,HCC1187,22,breast,2,1
Lapatinib,Afatinib,29,2,HCC1395,23,breast,2,0
Lapatinib,Afatinib,29,2,HCC1419,24,breast,2,0
Lapatinib,SB216763,29,49,CAL.51,7,breast,2,0
Lapatinib,Afatinib,29,2,HCC1428,25,breast,2,0
Lapatinib,SB216763,29,49,CAMA.1,8,breast,2,0
Lapatinib,SB216763,29,49,COLO.824,15,breast,2,0
Lapatinib,SB216763,29,49,DU.4475,17,breast,2,0
Lapatinib,Afatinib,29,2,HCC1806,26,breast,2,0
Lapatinib,SB216763,29,49,EFM.19,18,breast,2,0
Lapatinib,Afatinib,29,2,HCC1937,27,breast,2,0
Lapatinib,Afatinib,29,2,HCC1954,28,breast,2,0
Lapatinib,SB216763,29,49,EVSA.T,19,breast,2,0
Lapatinib,SB216763,29,49,HCC1143,21,breast,2,0
Lapatinib,Afatinib,29,2,HCC38,31,breast,2,0
Lapatinib,SB216763,29,49,HCC1187,22,breast,2,0
Lapatinib,Afatinib,29,2,HCC70,32,breast,2,0
Lapatinib,SB216763,29,49,HCC1395,23,breast,2,0
Lapatinib,SB216763,29,49,HCC1419,24,breast,2,0
Lapatinib,Afatinib,29,2,Hs.578.T,35,breast,2,0
Lapatinib,SB216763,29,49,HCC1428,25,breast,2,0
Lapatinib,Afatinib,29,2,JIMT.1,42,breast,2,0
Lapatinib,Afatinib,29,2,MCF7,54,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.157,55,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.231,56,breast,2,0
Lapatinib,SB216763,29,49,HCC1806,26,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.361,57,breast,2,0
Lapatinib,SB216763,29,49,HCC1937,27,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.415,58,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.436,59,breast,2,0
Lapatinib,SB216763,29,49,HCC1954,28,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.453,60,breast,2,0
Lapatinib,Afatinib,29,2,MDA.MB.468,61,breast,2,0
Lapatinib,Afatinib,29,2,MFM.223,63,breast,2,0
Lapatinib,SB216763,29,49,HCC38,31,breast,2,0
Lapatinib,SB216763,29,49,HCC70,32,breast,2,0
Lapatinib,Afatinib,29,2,OCUB.M,67,breast,2,0
Lapatinib,Afatinib,29,2,T47D,90,breast,2,0
Lapatinib,SB216763,29,49,Hs.578.T,35,breast,2,0
Lapatinib,Afatinib,29,2,UACC.893,92,breast,2,0
Lapatinib,SB216763,29,49,JIMT.1,42,breast,2,0
Lapatinib,SB216763,29,49,MCF7,54,breast,2,0
Lapatinib,NU7441,29,37,AU565,2,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.157,55,breast,2,0
Lapatinib,NU7441,29,37,BT.549,3,breast,2,0
Lapatinib,NU7441,29,37,CAL.120,6,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.231,56,breast,2,0
Lapatinib,NU7441,29,37,CAL.51,7,breast,2,0
Lapatinib,NU7441,29,37,CAMA.1,8,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.361,57,breast,2,0
Lapatinib,NU7441,29,37,COLO.824,15,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.415,58,breast,2,0
Lapatinib,NU7441,29,37,DU.4475,17,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.436,59,breast,2,0
Lapatinib,NU7441,29,37,EFM.19,18,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.453,60,breast,2,0
Lapatinib,NU7441,29,37,EVSA.T,19,breast,2,0
Lapatinib,NU7441,29,37,HCC1143,21,breast,2,0
Lapatinib,SB216763,29,49,MDA.MB.468,61,breast,2,0
Lapatinib,NU7441,29,37,HCC1187,22,breast,2,0
Lapatinib,NU7441,29,37,HCC1395,23,breast,2,0
Lapatinib,SB216763,29,49,MFM.223,63,breast,2,0
Lapatinib,NU7441,29,37,HCC1419,24,breast,2,0
Lapatinib,NU7441,29,37,HCC1428,25,breast,2,0
Lapatinib,SB216763,29,49,OCUB.M,67,breast,2,0
Lapatinib,NU7441,29,37,HCC1806,26,breast,2,0
Lapatinib,SB216763,29,49,T47D,90,breast,2,0
Lapatinib,SB216763,29,49,UACC.893,92,breast,2,0
Lapatinib,NU7441,29,37,HCC1937,27,breast,2,0
Lapatinib,NU7441,29,37,HCC1954,28,breast,2,0
Lapatinib,NU7441,29,37,HCC38,31,breast,2,0
Lapatinib,NU7441,29,37,HCC70,32,breast,2,1
Lapatinib,KU-55933,29,28,AU565,2,breast,2,0
Lapatinib,NU7441,29,37,Hs.578.T,35,breast,2,0
Lapatinib,NU7441,29,37,JIMT.1,42,breast,2,0
Lapatinib,NU7441,29,37,MCF7,54,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.157,55,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.231,56,breast,2,0
Lapatinib,KU-55933,29,28,BT.549,3,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.361,57,breast,2,0
Lapatinib,KU-55933,29,28,CAL.120,6,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.415,58,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.436,59,breast,2,0
Lapatinib,KU-55933,29,28,CAL.51,7,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.453,60,breast,2,0
Lapatinib,NU7441,29,37,MDA.MB.468,61,breast,2,0
Lapatinib,NU7441,29,37,MFM.223,63,breast,2,0
Lapatinib,KU-55933,29,28,CAMA.1,8,breast,2,0
Lapatinib,KU-55933,29,28,COLO.824,15,breast,2,0
Lapatinib,NU7441,29,37,OCUB.M,67,breast,2,0
Lapatinib,NU7441,29,37,T47D,90,breast,2,0
Lapatinib,KU-55933,29,28,DU.4475,17,breast,2,1
Lapatinib,NU7441,29,37,UACC.893,92,breast,2,1
Lapatinib,KU-55933,29,28,EFM.19,18,breast,2,0
Lapatinib,KU-55933,29,28,EVSA.T,19,breast,2,0
Lapatinib,Doramapimod,29,20,AU565,2,breast,2,0
Lapatinib,KU-55933,29,28,HCC1143,21,breast,2,0
Lapatinib,KU-55933,29,28,HCC1187,22,breast,2,0
Lapatinib,Doramapimod,29,20,BT.549,3,breast,2,0
Lapatinib,Doramapimod,29,20,CAL.120,6,breast,2,0
Lapatinib,KU-55933,29,28,HCC1395,23,breast,2,0
Lapatinib,KU-55933,29,28,HCC1419,24,breast,2,0
Lapatinib,Doramapimod,29,20,CAL.51,7,breast,2,0
Lapatinib,KU-55933,29,28,HCC1428,25,breast,2,0
Lapatinib,Doramapimod,29,20,CAMA.1,8,breast,2,0
Lapatinib,Doramapimod,29,20,COLO.824,15,breast,2,0
Lapatinib,Doramapimod,29,20,DU.4475,17,breast,2,1
Lapatinib,Doramapimod,29,20,EFM.19,18,breast,2,0
Lapatinib,Doramapimod,29,20,EVSA.T,19,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1143,21,breast,2,0
Lapatinib,KU-55933,29,28,HCC1806,26,breast,2,0
Lapatinib,KU-55933,29,28,HCC1937,27,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1187,22,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1395,23,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1419,24,breast,2,0
Lapatinib,KU-55933,29,28,HCC1954,28,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1428,25,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1806,26,breast,2,0
Lapatinib,KU-55933,29,28,HCC38,31,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1937,27,breast,2,0
Lapatinib,Doramapimod,29,20,HCC1954,28,breast,2,0
Lapatinib,KU-55933,29,28,HCC70,32,breast,2,0
Lapatinib,Doramapimod,29,20,HCC38,31,breast,2,0
Lapatinib,KU-55933,29,28,Hs.578.T,35,breast,2,0
Lapatinib,Doramapimod,29,20,HCC70,32,breast,2,0
Lapatinib,KU-55933,29,28,JIMT.1,42,breast,2,0
Lapatinib,Doramapimod,29,20,Hs.578.T,35,breast,2,0
Lapatinib,KU-55933,29,28,MCF7,54,breast,2,0
Lapatinib,Doramapimod,29,20,JIMT.1,42,breast,2,0
Lapatinib,Doramapimod,29,20,MCF7,54,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.157,55,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.157,55,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.231,56,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.231,56,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.361,57,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.415,58,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.436,59,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.453,60,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.361,57,breast,2,0
Lapatinib,Doramapimod,29,20,MDA.MB.468,61,breast,2,0
Lapatinib,KU-55933,29,28,MDA.MB.415,58,breast,2,0
Lapatinib,Doramapimod,29,20,MFM.223,63,breast,2,0
Lapatinib,Doramapimod,29,20,OCUB.M,67,breast,2,0
Lapatinib,Doramapimod,29,20,T47D,90,breast,2,0
Lapatinib,Doramapimod,29,20,UACC.893,92,breast,2,1
Lapatinib,Wee1 Inhibitor,29,61,AU565,2,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,BT.549,3,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,CAL.120,6,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,CAL.51,7,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,CAMA.1,8,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,COLO.824,15,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,DU.4475,17,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,EFM.19,18,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,EVSA.T,19,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1143,21,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1187,22,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1395,23,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1419,24,breast,2,0
Lapatinib,PD173074,29,42,HCC202,29,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1428,25,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1806,26,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1937,27,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC1954,28,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC38,31,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,HCC70,32,breast,2,0
Lapatinib,PD173074,29,42,Hs.578.T,35,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,Hs.578.T,35,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,JIMT.1,42,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MCF7,54,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.157,55,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.231,56,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.361,57,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.415,58,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.436,59,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.453,60,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MDA.MB.468,61,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,MFM.223,63,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,OCUB.M,67,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,T47D,90,breast,2,0
Lapatinib,Wee1 Inhibitor,29,61,UACC.893,92,breast,2,0
Lapatinib,ZM447439,29,62,AU565,2,breast,2,0
Lapatinib,ZM447439,29,62,BT.549,3,breast,2,0
Lapatinib,ZM447439,29,62,CAL.120,6,breast,2,0
Lapatinib,ZM447439,29,62,CAL.51,7,breast,2,1
Lapatinib,ZM447439,29,62,CAMA.1,8,breast,2,0
Lapatinib,ZM447439,29,62,COLO.824,15,breast,2,0
Lapatinib,ZM447439,29,62,DU.4475,17,breast,2,1
Lapatinib,ZM447439,29,62,EFM.19,18,breast,2,0
Lapatinib,ZM447439,29,62,EVSA.T,19,breast,2,1
Lapatinib,ZM447439,29,62,HCC1143,21,breast,2,0
Lapatinib,ZM447439,29,62,HCC1187,22,breast,2,0
Lapatinib,ZM447439,29,62,HCC1395,23,breast,2,0
Lapatinib,ZM447439,29,62,HCC1419,24,breast,2,0
Lapatinib,ZM447439,29,62,HCC1428,25,breast,2,0
Lapatinib,ZM447439,29,62,HCC1806,26,breast,2,0
Lapatinib,ZM447439,29,62,HCC1937,27,breast,2,0
Lapatinib,ZM447439,29,62,HCC1954,28,breast,2,0
Lapatinib,ZM447439,29,62,HCC38,31,breast,2,0
Lapatinib,ZM447439,29,62,HCC70,32,breast,2,0
Lapatinib,ZM447439,29,62,Hs.578.T,35,breast,2,0
Lapatinib,ZM447439,29,62,JIMT.1,42,breast,2,0
Lapatinib,ZM447439,29,62,MCF7,54,breast,2,1
Lapatinib,ZM447439,29,62,MDA.MB.157,55,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.231,56,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.361,57,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.415,58,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.436,59,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.453,60,breast,2,0
Lapatinib,ZM447439,29,62,MDA.MB.468,61,breast,2,0
Lapatinib,ZM447439,29,62,MFM.223,63,breast,2,0
Lapatinib,ZM447439,29,62,OCUB.M,67,breast,2,0
Lapatinib,ZM447439,29,62,T47D,90,breast,2,0
Lapatinib,ZM447439,29,62,UACC.893,92,breast,2,1
Lapatinib,Alisertib,29,3,AU565,2,breast,2,0
Lapatinib,RO-3306,29,46,AU565,2,breast,2,0
Lapatinib,Alisertib,29,3,BT.549,3,breast,2,0
Lapatinib,Alisertib,29,3,CAL.120,6,breast,2,0
Lapatinib,RO-3306,29,46,BT.549,3,breast,2,0
Lapatinib,RO-3306,29,46,CAL.120,6,breast,2,0
Lapatinib,Alisertib,29,3,CAL.51,7,breast,2,0
Lapatinib,RO-3306,29,46,CAL.51,7,breast,2,0
Lapatinib,Alisertib,29,3,CAMA.1,8,breast,2,0
Lapatinib,RO-3306,29,46,CAMA.1,8,breast,2,0
Lapatinib,Alisertib,29,3,COLO.824,15,breast,2,0
Lapatinib,RO-3306,29,46,COLO.824,15,breast,2,0
Lapatinib,Alisertib,29,3,DU.4475,17,breast,2,0
Lapatinib,RO-3306,29,46,DU.4475,17,breast,2,0
Lapatinib,RO-3306,29,46,EFM.19,18,breast,2,0
Lapatinib,Alisertib,29,3,EFM.19,18,breast,2,0
Lapatinib,RO-3306,29,46,EVSA.T,19,breast,2,0
Lapatinib,Alisertib,29,3,EVSA.T,19,breast,2,0
Lapatinib,RO-3306,29,46,HCC1143,21,breast,2,0
Lapatinib,RO-3306,29,46,HCC1187,22,breast,2,0
Lapatinib,RO-3306,29,46,HCC1395,23,breast,2,0
Lapatinib,Alisertib,29,3,HCC1143,21,breast,2,0
Lapatinib,RO-3306,29,46,HCC1419,24,breast,2,0
Lapatinib,Alisertib,29,3,HCC1187,22,breast,2,0
Lapatinib,RO-3306,29,46,HCC1428,25,breast,2,0
Lapatinib,Alisertib,29,3,HCC1395,23,breast,2,0
Lapatinib,Alisertib,29,3,HCC1419,24,breast,2,0
Lapatinib,RO-3306,29,46,HCC1806,26,breast,2,0
Lapatinib,Alisertib,29,3,HCC1428,25,breast,2,0
Lapatinib,RO-3306,29,46,HCC1937,27,breast,2,0
Lapatinib,RO-3306,29,46,HCC1954,28,breast,2,0
Lapatinib,RO-3306,29,46,HCC38,31,breast,2,0
Lapatinib,Alisertib,29,3,HCC1806,26,breast,2,0
Lapatinib,RO-3306,29,46,HCC70,32,breast,2,0
Lapatinib,Alisertib,29,3,HCC1937,27,breast,2,0
Lapatinib,Alisertib,29,3,HCC1954,28,breast,2,0
Lapatinib,RO-3306,29,46,Hs.578.T,35,breast,2,0
Lapatinib,RO-3306,29,46,JIMT.1,42,breast,2,0
Lapatinib,RO-3306,29,46,MCF7,54,breast,2,1
Lapatinib,RO-3306,29,46,MDA.MB.157,55,breast,2,0
Lapatinib,Alisertib,29,3,HCC38,31,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.231,56,breast,2,0
Lapatinib,Alisertib,29,3,HCC70,32,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.361,57,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.415,58,breast,2,0
Lapatinib,Alisertib,29,3,Hs.578.T,35,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.436,59,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.453,60,breast,2,0
Lapatinib,Alisertib,29,3,JIMT.1,42,breast,2,0
Lapatinib,Alisertib,29,3,MCF7,54,breast,2,0
Lapatinib,RO-3306,29,46,MDA.MB.468,61,breast,2,0
Lapatinib,RO-3306,29,46,MFM.223,63,breast,2,0
Lapatinib,Alisertib,29,3,MDA.MB.157,55,breast,2,0
Lapatinib,RO-3306,29,46,OCUB.M,67,breast,2,0
Lapatinib,RO-3306,29,46,T47D,90,breast,2,0
Lapatinib,RO-3306,29,46,UACC.893,92,breast,2,0
Lapatinib,Alisertib,29,3,MDA.MB.231,56,breast,2,0
Lapatinib,Alisertib,29,3,MDA.MB.361,57,breast,2,1
Lapatinib,Alisertib,29,3,MDA.MB.415,58,breast,2,0
Lapatinib,Alisertib,29,3,MDA.MB.436,59,breast,2,0
Lapatinib,Alisertib,29,3,MDA.MB.453,60,breast,2,1
Lapatinib,Alisertib,29,3,MDA.MB.468,61,breast,2,0
Lapatinib,Alisertib,29,3,MFM.223,63,breast,2,0
Lapatinib,Alisertib,29,3,OCUB.M,67,breast,2,0
Lapatinib,Alisertib,29,3,T47D,90,breast,2,0
Lapatinib,Alisertib,29,3,UACC.893,92,breast,2,0
Lapatinib,MK-2206,29,34,HCC202,29,breast,2,0
Lapatinib,MK-2206,29,34,Hs.578.T,35,breast,2,0
